REF #,Date,Dog or Cat,Dog Name,Cat Name,Sex,Age (months),Distance Travelled (m),Owner Location,Vaccination Location,Commune,Previous Vaccination,Time Since Previous Vaccine,Last Vaccination Date,Spayed/Neutered
1179,23-Mar-20,cat,,Mimi,F,4,3000,Fatakara,Vodirina,Vodiriana,,,,
1180,23-Mar-20,dog,Rex,,F,36,700,Fatakara,Vodirina,Vodiriana,,,,
1181,23-Mar-20,dog,Talos,,M,12,700,Fatakara,Vodirina,Vodiriana,,,,
1182,23-Mar-20,cat,,Mimie,F,12,700,Fatakara,Vodirina,Vodiriana,,,,
1183,23-Mar-20,cat,,Mii,F,6,700,Fatakara,Vodirina,Vodiriana,,,,
1184,23-Mar-20,dog,Pilokely,,F,36,2000,Fatakara,Vodirina,Vodiriana,,,,
1185,23-Mar-20,dog,Bloom,,F,12,800,Fatakara,Vodirina,Vodiriana,,,,
1186,23-Mar-20,dog,Marina,,M,24,1000,Fatakara,Vodirina,Vodiriana,,,,
1187,23-Mar-20,cat,,Mimi,F,36,1000,Fatakara,Vodirina,Vodiriana,,,,
1188,23-Mar-20,cat,,Mimi,F,12,1000,Fatakara,Vodirina,Vodiriana,,,,
1189,23-Mar-20,dog,Bix,,M,36,2000,Fatakara,Vodirina,Vodiriana,,,,
1190,23-Mar-20,cat,,Mimi,M,12,2000,Fatakara,Vodirina,Vodiriana,,,,
1191,23-Mar-20,dog,Pilo ,,M,5,2000,Fatakara,Vodirina,Vodiriana,,,,
1192,23-Mar-20,dog,Jilo,,M,7,2000,Fatakara,Vodirina,Vodiriana,,,,
1193,23-Mar-20,dog,Totosy,,M,18,700,Fatakara,Vodirina,Vodiriana,,,,
1194,23-Mar-20,dog,Bevolo,,F,48,2000,Fatakara,Vodirina,Vodiriana,,,,
1195,23-Mar-20,dog,Tox,,M,84,1000,Fatakara,Vodirina,Vodiriana,,,,
1196,23-Mar-20,dog,Adhi,,M,60,700,Fatakara,Vodirina,Vodiriana,,,,
1197,23-Mar-20,dog,Dessin,,M,36,1000,Fatakara,Vodirina,Vodiriana,,,,
1198,23-Mar-20,cat,,Mimi,M,,900,Fatakara,Vodirina,Vodiriana,,,,
1199,23-Mar-20,cat,,Pisokely,F,36,900,Fatakara,Vodirina,Vodiriana,,,,
1200,23-Mar-20,dog,popety,,F,36,3000,Fatakara,Vodirina,Vodiriana,,,,
1201,23-Mar-20,dog,Boby,,M,48,800,Fatakara,Vodirina,Vodiriana,,,,
1202,23-Mar-20,dog,Meloka,,M,60,800,Fatakara,Vodirina,Vodiriana,,,,
1203,23-Mar-20,cat,,Mimi,F,7,700,Fatakara,Vodirina,Vodiriana,,,,
1204,23-Mar-20,dog,Rex,,M,7,2500,Fatakara,Vodirina,Vodiriana,,,,
1205,23-Mar-20,cat,,Piso,M,5,2500,Fatakara,Vodirina,Vodiriana,,,,
1206,23-Mar-20,dog,Mitovy,,M,60,900,Fatakara,Vodirina,Vodiriana,,,,
1207,23-Mar-20,cat,,Mimi,F,7,700,Fatakara,Vodirina,Vodiriana,,,,
1208,23-Mar-20,dog,Robot,,M,84,2500,Fatakara,Vodirina,Vodiriana,,,,
1209,23-Mar-20,dog,Toto,,M,60,2500,Fatakara,Vodirina,Vodiriana,,,,
1210,23-Mar-20,dog,Pilou,,M,24,700,Fatakara,Vodirina,Vodiriana,,,,
1211,23-Mar-20,cat,,Mimi,F,5,700,Fatakara,Vodirina,Vodiriana,,,,
1212,23-Mar-20,cat,,Mimi,M,5,0,Vodirina,Vodirina,Vodiriana,,,,
1213,23-Mar-20,cat,,Mimi,M,5,0,Vodirina,Vodirina,Vodiriana,,,,
1214,23-Mar-20,cat,,Mimi,M,5,0,Vodirina,Vodirina,Vodiriana,,,,
1215,23-Mar-20,dog,Ritoh,,M,24,100,Vodirina,Vodirina,Vodiriana,,,,
1216,23-Mar-20,dog,Sagy,,M,18,100,Vodirina,Vodirina,Vodiriana,,,,
1217,23-Mar-20,dog,Coco,,M,60,600,Vodirina,Vodirina,Vodiriana,,,,
1218,23-Mar-20,dog,Kabine,,M,12,400,Vodirina,Vodirina,Vodiriana,,,,
1219,23-Mar-20,dog,Bil ,,M,48,600,Vodirina,Vodirina,Vodiriana,,,,
1220,23-Mar-20,dog,Milou,,M,,400,Vodirina,Vodirina,Vodiriana,,,,
1221,23-Mar-20,dog,Kapirisy,,M,24,300,Vodirina,Vodirina,Vodiriana,,,,
1222,23-Mar-20,dog,Rex,,M,,300,Vodirina,Vodirina,Vodiriana,,,,
1223,23-Mar-20,dog,Milou,,F,12,300,Vodirina,Vodirina,Vodiriana,,,,
1224,23-Mar-20,dog,Borosy,,M,72,1000,Vodirina,Vodirina,Vodiriana,,,,
1225,23-Mar-20,dog,Tikiry,,F,4,1000,Vodirina,Vodirina,Vodiriana,,,,
1226,23-Mar-20,dog,Kalafotsy,,F,12,2000,Vodirina,Vodirina,Vodiriana,,,,
1227,23-Mar-20,dog,Boandina,,M,24,2000,Vodirina,Vodirina,Vodiriana,,,,
1228,23-Mar-20,dog,Maromaso,,M,24,2000,Vodirina,Vodirina,Vodiriana,,,,
1229,23-Mar-20,dog,Bedirogy,,F,36,100,Vodirina,Vodirina,Vodiriana,,,,
1230,23-Mar-20,dog,Akisel,,F,18,,Vodirina,Vodirina,Vodiriana,,,,
1231,23-Mar-20,dog,Filesy,,M,12,800,Vodirina,Vodirina,Vodiriana,,,,
1232,23-Mar-20,dog,Kamainty,,F,12,1000,Vodirina,Vodirina,Vodiriana,,,,
1233,23-Mar-20,dog,Agy,,F,12,200,Vodirina,Vodirina,Vodiriana,,,,
1234,23-Mar-20,dog,Kamaimbo,,F,48,1000,Vodirina,Vodirina,Vodiriana,,,,
1235,23-Mar-20,dog,Bogy,,F,24,300,Vodirina,Vodirina,Vodiriana,,,,
1236,23-Mar-20,dog,Dogy,,M,24,300,Vodirina,Vodirina,Vodiriana,,,,
1237,23-Mar-20,dog,Panih,,M,12,300,Vodirina,Vodirina,Vodiriana,,,,
1238,23-Mar-20,dog,Miloha,,M,60,300,Vodirina,Vodirina,Vodiriana,,,,
1239,23-Mar-20,dog,Borosy,,M,36,200,Vodirina,Vodirina,Vodiriana,,,,
1240,23-Mar-20,dog,Sanjila,,M,12,300,Vodirina,Vodirina,Vodiriana,,,,
1241,23-Mar-20,dog,Bakoka,,F,96,500,Vodirina,Vodirina,Vodiriana,,,,
1242,23-Mar-20,dog,Tonga hoazy,,M,108,500,Vodirina,Vodirina,Vodiriana,,,,
1243,23-Mar-20,dog,Ponga,,M,24,600,Berano,Vodirina,Vodiriana,,,,
1244,23-Mar-20,dog,Copaba,,M,12,600,Berano,Vodirina,Vodiriana,,,,
1245,23-Mar-20,dog,Borosy,,M,3,600,Berano,Vodirina,Vodiriana,,,,
1246,23-Mar-20,dog,Pelika,,M,36,500,Berano,Vodirina,Vodiriana,,,,
1247,23-Mar-20,dog,Kapotsy,,F,4,500,Berano,Vodirina,Vodiriana,,,,
1248,23-Mar-20,dog,Boby,,F,3,500,Berano,Vodirina,Vodiriana,,,,
1249,23-Mar-20,dog,Ponga,,F,12,500,Berano,Vodirina,Vodiriana,,,,
1250,23-Mar-20,dog,Mavitrika,,F,12,600,Berano,Vodirina,Vodiriana,,,,
1251,23-Mar-20,dog,Toto,,M,36,600,Berano,Vodirina,Vodiriana,,,,
1252,23-Mar-20,dog,Tsanitika,,M,12,300,Berano,Vodirina,Vodiriana,,,,
1253,23-Mar-20,dog,Maromaso,,M,72,400,Berano,Vodirina,Vodiriana,,,,
1254,23-Mar-20,dog,Voalavo,,M,24,400,Berano,Vodirina,Vodiriana,,,,
1255,23-Mar-20,dog,Mbitrika,,F,36,500,Berano,Vodirina,Vodiriana,,,,
1256,23-Mar-20,dog,Botilaka,,F,24,500,Berano,Vodirina,Vodiriana,,,,
1257,23-Mar-20,cat,,Mimi,F,24,500,Berano,Vodirina,Vodiriana,,,,
1258,23-Mar-20,dog,Kamavo,,M,5,500,Berano,Berano,Vodiriana,,,,
1259,23-Mar-20,dog,Mainty,,M,36,600,Berano,Berano,Vodiriana,,,,
1260,23-Mar-20,dog,Bolo,,M,30,500,Berano,Berano,Vodiriana,,,,
1261,23-Mar-20,dog,toto,,M,60,300,Berano,Berano,Vodiriana,,,,
1262,23-Mar-20,dog,Toby,,M,3,400,Berano,Berano,Vodiriana,,,,
1263,23-Mar-20,dog,Pelika,,F,48,400,Berano,Berano,Vodiriana,,,,
1264,23-Mar-20,dog,Totoh,,F,12,200,Berano,Berano,Vodiriana,,,,
1265,23-Mar-20,dog,Karenjy,,F,9,100,Berano,Berano,Vodiriana,,,,
1266,23-Mar-20,dog,Micky,,F,108,400,Berano,Berano,Vodiriana,,,,
1267,23-Mar-20,dog,gara,,F,,300,Berano,Berano,Vodiriana,,,,
1268,23-Mar-20,dog,Bobby,,M,12,200,Berano,Berano,Vodiriana,,,,
1269,23-Mar-20,dog,Baroda,,F,5,200,Berano,Berano,Vodiriana,,,,
1270,23-Mar-20,dog,Kambitry,,F,12,200,Vodirina,Berano,Vodiriana,,,,
1271,23-Mar-20,dog,Dog ,,M,5,400,Vodirina,Berano,Vodiriana,,,,
1272,23-Mar-20,dog,Karaina,,F,4,100,Berano,Berano,Vodiriana,,,,
1273,23-Mar-20,dog,Doesa,,M,84,400,Berano,Berano,Vodiriana,,,,
1274,23-Mar-20,dog,Kapisy,,F,72,400,Berano,Berano,Vodiriana,,,,
1275,23-Mar-20,dog,Jogy,,M,12,400,Berano,Berano,Vodiriana,,,,
1276,23-Mar-20,dog,Toro,,M,4,400,Berano,Berano,Vodiriana,,,,
1277,23-Mar-20,dog,Ppni,,M,12,200,Berano,Berano,Vodiriana,,,,
1278,23-Mar-20,dog,Poug,,F,12,300,Berano,Berano,Vodiriana,,,,
1279,23-Mar-20,dog,milou,,M,48,400,Berano,Berano,Vodiriana,,,,
1280,23-Mar-20,dog,Kapsily,,M,120,400,Berano,Berano,Vodiriana,,,,
1281,23-Mar-20,dog,Kamavo,,M,,600,Berano,Berano,Vodiriana,,,,
1282,23-Mar-20,dog,Medor,,M,,40,Berano,Berano,Vodiriana,,,,
1283,23-Mar-20,dog,Totoh,,M,24,600,Berano,Berano,Vodiriana,,,,
1284,23-Mar-20,dog,Kapsily,,M,12,200,Berano,Berano,Vodiriana,,,,
1285,23-Mar-20,dog,Borosy,,M,36,300,Berano,Berano,Vodiriana,,,,
1286,23-Mar-20,dog,Milou,,M,36,300,Berano,Berano,Vodiriana,,,,
1287,23-Mar-20,dog,Mahabe depense,,F,12,600,Berano,Berano,Vodiriana,,,,
1288,23-Mar-20,dog,Kambol,,F,12,300,Berano,Berano,Vodiriana,,,,
1289,23-Mar-20,dog,Kamainty,,M,48,300,Berano,Berano,Vodiriana,,,,
1290,23-Mar-20,dog,Boroda,,M,24,300,Berano,Berano,Vodiriana,,,,
1291,23-Mar-20,dog,Tocsa,,M,36,600,Berano,Berano,Vodiriana,,,,
1292,23-Mar-20,dog,Micky,,M,3,200,Berano,Berano,Vodiriana,,,,
1293,23-Mar-20,dog,Tselika,,M,3,400,Berano,Berano,Vodiriana,,,,
1294,23-Mar-20,dog,Totosy,,F,24,600,Berano,Berano,Vodiriana,,,,
1295,23-Mar-20,dog,Kamavo,,F,12,600,Berano,Berano,Vodiriana,,,,
1296,24-Mar-20,dog,Can,,M,24,100,Fatakana,Vodirina,Vodiriana,,,,
1297,24-Mar-20,dog,Maromaso,,F,24,700,Fatakana,Vodirina,Vodiriana,,,,
1298,24-Mar-20,dog,Fox,,M,24,200,Andranobe,Vodirina,Vodiriana,,,,
1299,24-Mar-20,dog,Siblo,,M,12,100,Andranobe,Vodirina,Vodiriana,,,,
1300,24-Mar-20,dog,Bol ,,M,24,100,Andranobe,Vodirina,Vodiriana,,,,
1301,24-Mar-20,dog,Pelika,,F,48,100,Andranobe,Vodirina,Vodiriana,,,,
1302,24-Mar-20,dog,Bolotof,,M,24,100,Andranobe,Vodirina,Vodiriana,,,,
1303,24-Mar-20,dog,Pelika,,F,36,100,Andranobe,Vodirina,Vodiriana,,,,
1304,24-Mar-20,dog,Gara,,M,108,100,Andranobe,Vodirina,Vodiriana,,,,
1305,24-Mar-20,dog,Vanga ratsy,,M,12,100,Andranobe,Vodirina,Vodiriana,,,,
1306,25-Mar-20,dog,Kamainty,,F,72,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1307,25-Mar-20,dog,Voraka,,F,36,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1308,25-Mar-20,dog,Maromaso,,M,12,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1309,25-Mar-20,dog,Toxy,,M,12,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1310,25-Mar-20,dog,Maromaso,,F,36,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1311,25-Mar-20,dog,Pelika,,F,5,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1312,25-Mar-20,dog,Bond,,M,24,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1313,25-Mar-20,dog,Fix,,F,6,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1314,25-Mar-20,dog,Toxy,,M,36,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1315,25-Mar-20,dog,Batsilana,,F,36,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1316,25-Mar-20,dog,Phantsila,,M,3,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1317,25-Mar-20,dog,Dogy,,M,3,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1318,25-Mar-20,dog,Kamavo,,M,84,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1319,25-Mar-20,dog,Tselika,,M,48,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1320,25-Mar-20,dog,Gogy,,M,36,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1321,25-Mar-20,dog,Tacle,,M,12,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1322,25-Mar-20,dog,Boul,,M,24,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1323,25-Mar-20,cat,,mimi,F,36,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1324,25-Mar-20,cat,,Mimi,M,60,300,Ambohimilatsara,Ambohimilatsara,Vodiriana,,,,
1325,25-Mar-20,dog,Kevin,,M,8,2000,Andreba,Ambohimilatsara,Vodiriana,,,,
1326,25-Mar-20,cat,,Mimi,M,24,700,Andreba,Ambohimilatsara,Vodiriana,,,,
1327,25-Mar-20,cat,,Mimi,F,6,300,Andreba,Ambohimilatsara,Vodiriana,,,,
1328,25-Mar-20,cat,,Mavobe,M,12,700,Andreba,Ambohimilatsara,Vodiriana,,,,
1329,25-Mar-20,dog,Toto,,M,24,100,Andreba,Ambohimilatsara,Vodiriana,,,,
1330,25-Mar-20,cat,,Mimi,F,36,100,Andreba,Ambohimilatsara,Vodiriana,,,,
1331,25-Mar-20,dog,Maromaso,,M,24,700,Andreba,Ambohimilatsara,Vodiriana,,,,
1332,25-Mar-20,cat,,Mimi,F,7,700,Andreba,Ambohimilatsara,Vodiriana,,,,
1333,25-Mar-20,dog,Bobby,,M,4,1000,Andreba,Ambohimilatsara,Vodiriana,,,,
1334,25-Mar-20,dog,Kamavo,,F,36,1000,Andreba,Ambohimilatsara,Vodiriana,,,,
1335,25-Mar-20,dog,Mavolamba,,F,12,500,Andreba,Ambohimilatsara,Vodiriana,,,,
1336,25-Mar-20,dog,Bolo,,M,24,200,Andreba,Ambohimilatsara,Vodiriana,,,,
1337,25-Mar-20,dog,Milou,,F,4,2000,Andreba,Ambohimilatsara,Vodiriana,,,,
1338,25-Mar-20,dog,Black,,M,12,500,Andreba,Ambohimilatsara,Vodiriana,,,,
1339,25-Mar-20,dog,Tossy,,F,12,500,Andreba,Ambohimilatsara,Vodiriana,,,,
1340,25-Mar-20,dog,Bogosyy,,F,36,700,Andreba,Ambohimilatsara,Vodiriana,,,,
1341,25-Mar-20,dog,Maromaso,,F,36,1000,Andreba,Ambohimilatsara,Vodiriana,,,,
1342,25-Mar-20,dog,Tox,,M,48,200,Andreba,Ambohimilatsara,Vodiriana,,,,
1343,25-Mar-20,dog,Boby,,M,12,200,Andreba,Ambohimilatsara,Vodiriana,,,,
1344,25-Mar-20,dog,Stil,,M,36,700,Andreba,Ambohimilatsara,Vodiriana,,,,
1345,25-Mar-20,dog,Bobby,,M,36,700,Andreba,Ambohimilatsara,Vodiriana,,,,
1346,25-Mar-20,dog,Maromaso,,F,12,700,Andreba,Ambohimilatsara,Vodiriana,,,,
1347,25-Mar-20,dog,Patou,,M,6,7000,Andreba,Ambohimilatsara,Vodiriana,,,,
1348,25-Mar-20,dog,Bolo,,F,24,50,Andreba,Ambohimilatsara,Vodiriana,,,,
1349,25-Mar-20,dog,Lava sofina,,M,48,700,Andreba,Ambohimilatsara,Vodiriana,,,,
1350,25-Mar-20,dog,Tselatra,,F,24,700,Andreba,Ambohimilatsara,Vodiriana,,,,
1351,25-Mar-20,dog,Drolly,,M,6,700,Andreba,Ambohimilatsara,Vodiriana,,,,
1352,25-Mar-20,dog,Balto,,M,36,10,Andreba,Ambohimilatsara,Vodiriana,,,,
1353,25-Mar-20,dog,Kambitry,,F,12,10,Andreba,Ambohimilatsara,Vodiriana,,,,
1354,25-Mar-20,dog,Takl,,M,72,300,Andreba,Ambohimilatsara,Vodiriana,,,,
1355,25-Mar-20,dog,Kidjo,,M,54,400,Andreba,Ambohimilatsara,Vodiriana,,,,
1356,25-Mar-20,dog,Tigre,,M,24,500,Andreba,Ambohimilatsara,Vodiriana,,,,
1357,25-Mar-20,dog,Jok,,M,72,1000,Andreba,Ambohimilatsara,Vodiriana,,,,
1358,25-Mar-20,dog,Vanga,,F,48,1000,Andreba,Ambohimilatsara,Vodiriana,,,,
1359,25-Mar-20,dog,Bouba,,M,4,1000,Andreba,Ambohimilatsara,Vodiriana,,,,
1360,25-Mar-20,dog,Petit,,M,4,1000,Andreba,Ambohimilatsara,Vodiriana,,,,
1361,25-Mar-20,dog,Roxane,,F,24,500,Andreba,Ambohimilatsara,Vodiriana,,,,
1362,25-Mar-20,dog,Tox,,F,12,500,Andreba,Ambohimilatsara,Vodiriana,,,,
1363,25-Mar-20,dog,Youki,,M,4,400,Andreba,Ambohimilatsara,Vodiriana,,,,
1364,25-Mar-20,dog,Kamavo,,M,12,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1365,25-Mar-20,dog,Kavanga,,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1366,25-Mar-20,dog,Billet,,M,48,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1367,25-Mar-20,dog,Totosy,,F,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1368,25-Mar-20,cat,,Mimi,F,3,100,Andreba,Ambohimilatsara,Vodiriana,,,,
1369,25-Mar-20,cat,,Mimi,F,3,100,Andreba,Ambohimilatsara,Vodiriana,,,,
1370,25-Mar-20,dog,Black,,M,36,10,Andreba,Ambohimilatsara,Vodiriana,,,,YES
1371,25-Mar-20,cat,,Kamainty,F,36,10,Andreba,Ambohimilatsara,Vodiriana,,,,
1372,25-Mar-20,dog,Borosy,,M,60,1000,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1373,25-Mar-20,dog,Maromaso,,F,12,1000,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1374,25-Mar-20,dog,Micky,,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1375,25-Mar-20,dog,Gorille,,M,48,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1376,25-Mar-20,dog,Tsimivily,,M,36,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1377,25-Mar-20,dog,Pista,,M,,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1378,25-Mar-20,dog,Kapsily,,M,72,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1379,25-Mar-20,dog,Billy,,F,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1380,25-Mar-20,dog,Bobby,,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1381,25-Mar-20,dog,Maromaso,,F,12,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1382,25-Mar-20,dog,Maromaso,,F,60,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1383,25-Mar-20,dog,Kamainty,,M,72,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1384,25-Mar-20,dog,bobba,,F,4,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1385,25-Mar-20,dog,Fotsiloha,,F,12,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1386,25-Mar-20,dog,Pitos,,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1387,25-Mar-20,dog,Mavitrika,,F,12,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1388,25-Mar-20,dog,Vangaratsy,,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1389,25-Mar-20,dog,Kamavo,,M,12,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1390,25-Mar-20,dog,Bevolombava,,M,36,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1391,25-Mar-20,dog,Ramonosy,,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1392,25-Mar-20,dog,Maromaso,,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1393,25-Mar-20,dog,Mavo,,M,48,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1394,25-Mar-20,dog,Bobby,,F,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1395,25-Mar-20,dog,Tongaoazy,,M,36,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1396,25-Mar-20,dog,Bota,,F,12,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1397,25-Mar-20,dog,Betanana,,M,48,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1398,25-Mar-20,cat,,Mimi,F,6,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1399,25-Mar-20,dog,Lassy,,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1400,25-Mar-20,dog,Kamainty,,M,36,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1401,25-Mar-20,dog,kamavo,,F,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1402,25-Mar-20,dog,Kamitro,,F,12,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1403,25-Mar-20,dog,Ngerona,,F,120,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1404,25-Mar-20,dog,Bobby,,F,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1405,25-Mar-20,dog,Tox,,M,24,600,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1406,25-Mar-20,dog,Fangara,,M,36,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1407,25-Mar-20,dog,Makambava,,M,72,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1408,25-Mar-20,dog,Tigre,,M,12,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1409,25-Mar-20,dog,Milou,,F,12,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1410,25-Mar-20,cat,,Mimy,F,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1411,25-Mar-20,cat,,mimy,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1412,25-Mar-20,dog,Tox,,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1413,25-Mar-20,dog,Milou,,F,36,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1414,25-Mar-20,dog,Pitou,,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1415,25-Mar-20,cat,,Bobba,M,4,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1416,25-Mar-20,cat,,Minou,F,5,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1417,25-Mar-20,dog,Toto,,M,,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1418,25-Mar-20,dog,Toto,,M,,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1419,25-Mar-20,dog,Toto,,M,,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1420,25-Mar-20,dog,Kapsily,,M,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1421,25-Mar-20,dog,Kamavo,,F,24,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1422,25-Mar-20,dog,Good luck,,M,12,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1423,25-Mar-20,cat,,Mimy,F,12,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1424,25-Mar-20,dog,Kalesy,,M,36,400,Antananjaza,Ambohimilatsara,Vodiriana,,,,
1425,25-Mar-20,dog,Rex,,M,6,500,Andreba,Vodirina,Vodiriana,,,,
1426,25-Mar-20,dog,Bex,,M,6,500,Andreba,Vodirina,Vodiriana,,,,
1427,25-Mar-20,dog,Toto,,M,36,900,Andreba,Andreba,Vodiriana,,,,
1428,25-Mar-20,dog,Milou,,F,12,900,Andreba,Andreba,Vodiriana,,,,
1429,25-Mar-20,dog,Bevolo,,M,24,100,Andreba,Andreba,Vodiriana,,,,
1430,25-Mar-20,dog,Mavo,,M,12,100,Andreba,Andreba,Vodiriana,,,,
1431,25-Mar-20,dog,Manja,,F,12,100,Andreba,Andreba,Vodiriana,,,,
1432,25-Mar-20,cat,,Mimi,F,24,100,Andreba,Andreba,Vodiriana,,,,
1433,25-Mar-20,cat,,Mimi,F,24,100,Andreba,Andreba,Vodiriana,,,,
1434,25-Mar-20,dog,Bobby,,M,36,200,Andreba,Andreba,Vodiriana,,,,
1435,25-Mar-20,cat,,Mimi,M,60,200,Andreba,Andreba,Vodiriana,,,,
1436,26-Mar-20,dog,Pitox,,F,4,600,Tanambao,Antanandava,Antanandava,,,,
1437,26-Mar-20,dog,Toto,,M,12,20,Tanambao,Antanandava,Antanandava,,,,
1438,26-Mar-20,dog,Dilama,,F,12,20,Tanambao,Antanandava,Antanandava,,,,
1439,26-Mar-20,dog,Ngilo,,F,36,20,Tanambao,Antanandava,Antanandava,,,,
1440,26-Mar-20,dog,Good look,,M,132,20,Tanambao,Antanandava,Antanandava,,,,
1441,26-Mar-20,dog,Micky,,M,60,20,Tanambao,Antanandava,Antanandava,,,,
1442,26-Mar-20,dog,Kouzondy,,M,6,50,Tanambao,Antanandava,Antanandava,,,,
1443,26-Mar-20,dog,Pitou,,M,4,50,Tanambao,Antanandava,Antanandava,,,,
1444,26-Mar-20,dog,Prince,,M,24,50,Tanambao,Antanandava,Antanandava,,,,
1445,26-Mar-20,dog,Bobby,,M,24,50,Tanambao,Antanandava,Antanandava,,,,
1446,26-Mar-20,dog,Bill,,M,24,20,Tanambao,Antanandava,Antanandava,,,,
1447,26-Mar-20,dog,Bobby,,M,24,100,Tanambao,Antanandava,Antanandava,,,,
1448,26-Mar-20,dog,Bibby,,F,48,50,Tanambao,Antanandava,Antanandava,,,,
1449,26-Mar-20,dog,Kamavo,,F,12,50,Tanambao,Antanandava,Antanandava,,,,
1450,26-Mar-20,dog,Kandorika,,F,12,50,Tanambao,Antanandava,Antanandava,,,,
1451,26-Mar-20,dog,Geroma,,F,36,20,Tanambao,Antanandava,Antanandava,,,,
1452,26-Mar-20,dog,Toto,,F,72,50,Tanambao,Antanandava,Antanandava,,,,
1453,26-Mar-20,dog,Losy,,M,60,50,Tanambao,Antanandava,Antanandava,,,,
